Seats,DemSeats,RepSeats
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0.0002
145,0,0.0003
146,0,0.0001
147,0,0
148,0,0.0001
149,0,0
150,0,0.0002
151,0,0.0002
152,0,0.0003
153,0,0.0002
154,0,0.0004
155,0,0.0003
156,0,0.0003
157,0,0.0007
158,0,0.0003
159,0,0.0004
160,0,0.0006
161,0,0.0004
162,0,0.0007
163,0,0.0002
164,0,0.0007
165,0,0.001
166,0,0.0006
167,0,0.0008
168,0,0.0009
169,0,0.0009
170,0,0.001
171,0,0.0011
172,0,0.0018
173,0,0.002
174,0,0.0023
175,0,0.0017
176,0.0001,0.0025
177,0,0.003
178,0.0001,0.0025
179,0,0.003
180,0,0.0035
181,0.0002,0.0042
182,0,0.0042
183,0.0003,0.0029
184,0.0001,0.0045
185,0.0003,0.0059
186,0,0.0064
187,0.0004,0.0063
188,0.0008,0.0087
189,0.0004,0.008
190,0.0005,0.0094
191,0.0004,0.0101
192,0.0006,0.011
193,0.0004,0.0154
194,0.001,0.0141
195,0.0012,0.0153
196,0.0016,0.0171
197,0.0016,0.0177
198,0.0016,0.0159
199,0.0017,0.0198
200,0.003,0.0219
201,0.0033,0.0222
202,0.0039,0.0248
203,0.0039,0.0273
204,0.006,0.0276
205,0.0083,0.0273
206,0.0074,0.0314
207,0.0096,0.0355
208,0.0105,0.0339
209,0.0122,0.0302
210,0.0151,0.0335
211,0.0151,0.0309
212,0.0175,0.0319
213,0.02,0.0318
214,0.0234,0.0303
215,0.0199,0.0292
216,0.0231,0.0297
217,0.0276,0.0254
218,0.0254,0.0276
219,0.0297,0.0231
220,0.0292,0.0199
221,0.0303,0.0234
222,0.0318,0.02
223,0.0319,0.0175
224,0.0309,0.0151
225,0.0335,0.0151
226,0.0302,0.0122
227,0.0339,0.0105
228,0.0355,0.0096
229,0.0314,0.0074
230,0.0273,0.0083
231,0.0276,0.006
232,0.0273,0.0039
233,0.0248,0.0039
234,0.0222,0.0033
235,0.0219,0.003
236,0.0198,0.0017
237,0.0159,0.0016
238,0.0177,0.0016
239,0.0171,0.0016
240,0.0153,0.0012
241,0.0141,0.001
242,0.0154,0.0004
243,0.011,0.0006
244,0.0101,0.0004
245,0.0094,0.0005
246,0.008,0.0004
247,0.0087,0.0008
248,0.0063,0.0004
249,0.0064,0
250,0.0059,0.0003
251,0.0045,0.0001
252,0.0029,0.0003
253,0.0042,0
254,0.0042,0.0002
255,0.0035,0
256,0.003,0
257,0.0025,0.0001
258,0.003,0
259,0.0025,0.0001
260,0.0017,0
261,0.0023,0
262,0.002,0
263,0.0018,0
264,0.0011,0
265,0.001,0
266,0.0009,0
267,0.0009,0
268,0.0008,0
269,0.0006,0
270,0.001,0
271,0.0007,0
272,0.0002,0
273,0.0007,0
274,0.0004,0
275,0.0006,0
276,0.0004,0
277,0.0003,0
278,0.0007,0
279,0.0003,0
280,0.0003,0
281,0.0004,0
282,0.0002,0
283,0.0003,0
284,0.0002,0
285,0.0002,0
286,0,0
287,0.0001,0
288,0,0
289,0.0001,0
290,0.0003,0
291,0.0002,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
